0.1350	0.000
0.1353	0.040
0.1355	0.038
0.1358	0.038
0.1360	0.041
0.1363	0.038
0.1366	0.046
0.1368	0.041
0.1371	0.045
0.1374	0.049
0.1376	0.035
0.1379	0.045
0.1381	0.042
0.1384	0.051
0.1387	0.042
0.1389	0.047
0.1392	0.046
0.1394	0.051
0.1397	0.048
0.1400	0.047
0.1402	0.045
0.1405	0.048
0.1407	0.044
0.1410	0.045
0.1413	0.045
0.1415	0.047
0.1418	0.042
0.1421	0.043
0.1423	0.055
0.1426	0.048
0.1428	0.052
0.1431	0.058
0.1434	0.049
0.1436	0.049
0.1439	0.057
0.1441	0.055
0.1444	0.057
0.1447	0.063
0.1449	0.062
0.1452	0.066
0.1454	0.057
0.1457	0.067
0.1460	0.056
0.1462	0.061
0.1465	0.074
0.1468	0.074
0.1470	0.066
0.1473	0.069
0.1475	0.066
0.1478	0.072
0.1481	0.071
0.1483	0.068
0.1486	0.078
0.1488	0.083
0.1491	0.079
0.1494	0.092
0.1496	0.070
0.1499	0.095
0.1502	0.087
0.1504	0.090
0.1507	0.090
0.1509	0.092
0.1512	0.096
0.1515	0.102
0.1517	0.099
0.1520	0.101
0.1522	0.108
0.1525	0.108
0.1528	0.097
0.1530	0.108
0.1533	0.111
0.1535	0.110
0.1538	0.125
0.1541	0.119
0.1543	0.115
0.1546	0.118
0.1549	0.130
0.1551	0.121
0.1554	0.136
0.1556	0.140
0.1559	0.143
0.1562	0.138
0.1564	0.140
0.1567	0.136
0.1569	0.157
0.1572	0.142
0.1575	0.155
0.1577	0.152
0.1580	0.163
0.1582	0.162
0.1585	0.170
0.1588	0.176
0.1590	0.166
0.1593	0.184
0.1596	0.158
0.1598	0.180
0.1601	0.192
0.1603	0.174
0.1606	0.190
0.1609	0.195
0.1611	0.183
0.1614	0.192
0.1616	0.198
0.1619	0.201
0.1622	0.217
0.1624	0.242
0.1627	0.219
0.1629	0.239
0.1632	0.239
0.1635	0.227
0.1637	0.227
0.1640	0.237
0.1643	0.240
0.1645	0.232
0.1648	0.231
0.1650	0.240
0.1653	0.259
0.1656	0.275
0.1658	0.260
0.1661	0.272
0.1663	0.283
0.1666	0.280
0.1669	0.283
0.1671	0.283
0.1674	0.294
0.1677	0.298
0.1679	0.311
0.1682	0.313
0.1684	0.299
0.1687	0.312
0.1690	0.310
0.1692	0.326
0.1695	0.335
0.1697	0.330
0.1700	0.327
0.1703	0.339
0.1705	0.348
0.1708	0.337
0.1710	0.365
0.1713	0.371
0.1716	0.370
0.1718	0.368
0.1721	0.378
0.1724	0.393
0.1726	0.366
0.1729	0.378
0.1731	0.380
0.1734	0.401
0.1737	0.395
0.1739	0.415
0.1742	0.405
0.1744	0.412
0.1747	0.421
0.1750	0.426
0.1752	0.412
0.1755	0.426
0.1757	0.459
0.1760	0.435
0.1763	0.459
0.1765	0.463
0.1768	0.473
0.1771	0.486
0.1773	0.450
0.1776	0.474
0.1778	0.499
0.1781	0.497
0.1784	0.490
0.1786	0.490
0.1789	0.494
0.1791	0.518
0.1794	0.518
0.1797	0.530
0.1799	0.516
0.1802	0.537
0.1804	0.517
0.1807	0.544
0.1810	0.536
0.1812	0.549
0.1815	0.575
0.1818	0.589
0.1820	0.555
0.1823	0.566
0.1825	0.579
0.1828	0.586
0.1831	0.598
0.1833	0.601
0.1836	0.587
0.1838	0.604
0.1841	0.625
0.1844	0.606
0.1846	0.618
0.1849	0.647
0.1852	0.615
0.1854	0.606
0.1857	0.653
0.1859	0.639
0.1862	0.663
0.1865	0.704
0.1867	0.636
0.1870	0.647
0.1872	0.677
0.1875	0.676
0.1878	0.661
0.1880	0.693
0.1883	0.675
0.1885	0.692
0.1888	0.716
0.1891	0.689
0.1893	0.753
0.1896	0.700
0.1899	0.727
0.1901	0.745
0.1904	0.737
0.1906	0.744
0.1909	0.739
0.1912	0.715
0.1914	0.732
0.1917	0.787
0.1919	0.779
0.1922	0.770
0.1925	0.756
0.1927	0.777
0.1930	0.796
0.1932	0.796
0.1935	0.828
0.1938	0.799
0.1940	0.795
0.1943	0.812
0.1946	0.810
0.1948	0.786
0.1951	0.811
0.1953	0.814
0.1956	0.807
0.1959	0.829
0.1961	0.833
0.1964	0.832
0.1966	0.845
0.1969	0.863
0.1972	0.864
0.1974	0.876
0.1977	0.859
0.1979	0.891
0.1982	0.863
0.1985	0.906
0.1987	0.884
0.1990	0.905
0.1993	0.919
0.1995	0.885
0.1998	0.899
0.2000	0.887
0.2003	0.917
0.2006	0.908
0.2008	0.894
0.2011	0.932
0.2013	0.906
0.2016	0.910
0.2019	0.907
0.2021	0.964
0.2024	0.924
0.2027	0.907
0.2029	0.937
0.2032	0.933
0.2034	0.909
0.2037	0.945
0.2040	0.929
0.2042	0.955
0.2045	0.943
0.2047	0.945
0.2050	0.984
0.2053	0.911
0.2055	0.941
0.2058	0.938
0.2060	0.869
0.2063	0.956
0.2066	0.967
0.2068	0.962
0.2071	0.967
0.2074	0.958
0.2076	0.993
0.2079	0.984
0.2081	0.969
0.2084	0.957
0.2087	0.953
0.2089	0.939
0.2092	0.950
0.2094	0.941
0.2097	0.966
0.2100	0.982
0.2102	0.974
0.2105	0.944
0.2107	0.958
0.2110	0.990
0.2113	0.990
0.2115	0.958
0.2118	0.988
0.2121	0.997
0.2123	0.984
0.2126	0.958
0.2128	0.989
0.2131	0.984
0.2134	0.941
0.2136	0.981
0.2139	0.964
0.2141	0.985
0.2144	0.966
0.2147	0.985
0.2149	0.938
0.2152	0.946
0.2155	0.966
0.2157	1.000
0.2160	0.960
0.2162	0.970
0.2165	0.976
0.2168	0.948
0.2170	0.953
0.2173	0.959
0.2175	0.934
0.2178	0.951
0.2181	0.975
0.2183	0.960
0.2186	0.941
0.2188	0.935
0.2191	0.901
0.2194	0.951
0.2196	0.946
0.2199	0.945
0.2202	0.938
0.2204	0.944
0.2207	0.904
0.2209	0.926
0.2212	0.897
0.2215	0.902
0.2217	0.929
0.2220	0.958
0.2222	0.890
0.2225	0.909
0.2228	0.916
0.2230	0.861
0.2233	0.907
0.2235	0.876
0.2238	0.881
0.2241	0.871
0.2243	0.848
0.2246	0.843
0.2249	0.843
0.2251	0.894
0.2254	0.857
0.2256	0.813
0.2259	0.851
0.2262	0.845
0.2264	0.843
0.2267	0.814
0.2269	0.788
0.2272	0.805
0.2275	0.799
0.2277	0.783
0.2280	0.775
0.2282	0.785
0.2285	0.780
0.2288	0.806
0.2290	0.768
0.2293	0.750
0.2296	0.786
0.2298	0.728
0.2301	0.717
0.2303	0.741
0.2306	0.724
0.2309	0.732
0.2311	0.716
0.2314	0.702
0.2316	0.687
0.2319	0.669
0.2322	0.703
0.2324	0.649
0.2327	0.677
0.2330	0.643
0.2332	0.663
0.2335	0.617
0.2337	0.633
0.2340	0.622
0.2343	0.602
0.2345	0.622
0.2348	0.592
0.2350	0.580
0.2353	0.551
0.2356	0.553
0.2358	0.538
0.2361	0.503
0.2363	0.505
0.2366	0.510
0.2369	0.495
0.2371	0.489
0.2374	0.466
0.2377	0.486
0.2379	0.454
0.2382	0.450
0.2384	0.427
0.2387	0.407
0.2390	0.413
0.2392	0.378
0.2395	0.377
0.2397	0.348
0.2400	0.356
0.2403	0.336
0.2405	0.357
0.2408	0.317
0.2410	0.321
0.2413	0.294
0.2416	0.290
0.2418	0.269
0.2421	0.244
0.2424	0.239
0.2426	0.229
0.2429	0.219
0.2431	0.190
0.2434	0.198
0.2437	0.177
0.2439	0.154
0.2442	0.137
0.2444	0.127
0.2447	0.106
0.2450	0.100
0.2452	0.086
0.2455	0.068
0.2457	0.057
0.2460	0.040
0.2463	0.024
0.2465	0.016
0.2468	0.004
0.2471	0.000
0.2473	0.001
0.2476	0.000
0.2478	0.000
