0.0119752	0.000
0.0122364	0.053
0.0124976	0.061
0.0127588	0.053
0.01302	0.054
0.0132812	0.058
0.0135424	0.058
0.0138036	0.057
0.0140648	0.060
0.014326	0.060
0.0145872	0.059
0.0148484	0.060
0.0151096	0.062
0.0153708	0.059
0.015632	0.061
0.0158932	0.065
0.0161544	0.071
0.0164156	0.073
0.0166768	0.081
0.016938	0.084
0.0171992	0.092
0.0174604	0.101
0.0177216	0.112
0.0179828	0.125
0.018244	0.147
0.0185052	0.164
0.0187664	0.187
0.0190276	0.205
0.0192888	0.233
0.01955	0.255
0.0198112	0.289
0.0200724	0.326
0.0203336	0.367
0.0205948	0.406
0.020856	0.449
0.0211172	0.491
0.0213784	0.535
0.0216396	0.583
0.0219008	0.631
0.022162	0.656
0.0224232	0.690
0.0226844	0.741
0.0229456	0.786
0.0232068	0.828
0.023468	0.856
0.0237292	0.880
0.0239904	0.905
0.0242516	0.936
0.0245128	0.960
0.024774	0.974
0.0250352	0.980
0.0252964	0.994
0.0255576	1.000
0.0258188	0.999
0.02608	0.995
0.0263412	0.984
0.0266024	0.966
0.0268636	0.928
0.0271248	0.895
0.027386	0.843
0.0276472	0.804
0.0279084	0.755
0.0281696	0.676
0.0284308	0.592
0.028692	0.491
0.0289532	0.377
0.0292144	0.230
0.0294756	0.086
0.0297368	0.013
0.029998	0.001
0.0302592	0.000
0.0305204	0.000
