0.01302	0.000
0.0132812	0.071
0.0135424	0.068
0.0138036	0.065
0.0140648	0.073
0.014326	0.085
0.0145872	0.102
0.0148484	0.116
0.0151096	0.139
0.0153708	0.165
0.015632	0.197
0.0158932	0.241
0.0161544	0.285
0.0164156	0.315
0.0166768	0.369
0.016938	0.403
0.0171992	0.435
0.0174604	0.521
0.0177216	0.570
0.0179828	0.597
0.018244	0.657
0.0185052	0.715
0.0187664	0.742
0.0190276	0.789
0.0192888	0.851
0.01955	0.866
0.0198112	0.891
0.0200724	0.929
0.0203336	0.961
0.0205948	0.975
0.020856	1.000
0.0211172	0.973
0.0213784	0.996
0.0216396	0.986
0.0219008	0.953
0.022162	0.924
0.0224232	0.899
0.0226844	0.842
0.0229456	0.783
0.0232068	0.731
0.023468	0.621
0.0237292	0.558
0.0239904	0.425
0.0242516	0.260
0.0245128	0.101
0.024774	0.015
0.0250352	0.002
0.0252964	0.000
