10.000	2.3925e+08	2.5940e+08	2.5600e+08
10.250	2.3167e+08	2.5030e+08	2.4751e+08
10.500	2.2434e+08	2.4152e+08	2.3931e+08
10.750	2.1723e+08	2.3305e+08	2.3137e+08
11.000	2.1036e+08	2.2487e+08	2.2370e+08
11.250	2.0370e+08	2.1698e+08	2.1629e+08
11.500	1.9725e+08	2.0937e+08	2.0912e+08
11.750	1.9100e+08	2.0203e+08	2.0219e+08
12.000	1.8495e+08	1.9494e+08	1.9548e+08
12.250	1.7909e+08	1.8810e+08	1.8900e+08
12.500	1.7342e+08	1.8151e+08	1.8274e+08
12.750	1.6793e+08	1.7514e+08	1.7668e+08
13.000	1.6261e+08	1.6899e+08	1.7082e+08
13.250	1.5747e+08	1.6307e+08	1.6516e+08
13.500	1.5248e+08	1.5735e+08	1.5968e+08
13.750	1.4765e+08	1.5183e+08	1.5439e+08
14.000	1.4298e+08	1.4650e+08	1.4927e+08
14.250	1.3845e+08	1.4136e+08	1.4432e+08
14.500	1.3406e+08	1.3640e+08	1.3954e+08
14.750	1.2982e+08	1.3162e+08	1.3491e+08
15.000	1.2000e+08	1.2700e+08	1.3044e+08
15.050	1.1667e+08	1.2610e+08	1.2957e+08
15.100	1.2021e+08	1.2520e+08	1.2869e+08
15.150	1.1928e+08	1.2431e+08	1.2783e+08
15.200	1.1243e+08	1.2343e+08	1.2697e+08
15.250	1.0503e+08	1.2255e+08	1.2612e+08
15.300	1.2353e+08	1.2168e+08	1.2527e+08
15.350	1.1362e+08	1.2081e+08	1.2443e+08
15.400	1.0524e+08	1.1995e+08	1.2359e+08
15.450	9.5452e+07	1.1910e+08	1.2276e+08
15.500	1.0179e+08	1.1825e+08	1.2194e+08
15.550	1.1524e+08	1.1741e+08	1.2112e+08
15.600	1.0876e+08	1.1657e+08	1.2030e+08
15.650	1.0053e+08	1.1574e+08	1.1949e+08
15.700	9.0583e+07	1.1492e+08	1.1869e+08
15.750	9.9951e+07	1.1410e+08	1.1789e+08
15.800	1.0675e+08	1.1329e+08	1.1710e+08
15.850	9.6277e+07	1.1248e+08	1.1632e+08
15.900	9.8726e+07	1.1168e+08	1.1553e+08
15.950	9.3020e+07	1.1089e+08	1.1476e+08
16.000	9.6975e+07	1.1010e+08	1.1399e+08
16.050	1.1401e+08	1.0932e+08	1.1322e+08
16.100	1.1284e+08	1.0854e+08	1.1246e+08
16.150	1.0562e+08	1.0777e+08	1.1170e+08
16.200	9.8945e+07	1.0700e+08	1.1095e+08
16.250	1.0202e+08	1.0624e+08	1.1021e+08
16.300	9.6487e+07	1.0548e+08	1.0947e+08
16.350	9.2962e+07	1.0473e+08	1.0873e+08
16.400	9.3440e+07	1.0399e+08	1.0800e+08
16.450	9.4606e+07	1.0325e+08	1.0727e+08
16.500	8.8415e+07	1.0251e+08	1.0655e+08
16.550	1.0468e+08	1.0178e+08	1.0584e+08
16.600	1.0523e+08	1.0106e+08	1.0513e+08
16.650	1.1575e+08	1.0034e+08	1.0442e+08
16.700	1.1357e+08	9.9623e+07	1.0372e+08
16.750	1.0384e+08	9.8915e+07	1.0302e+08
16.800	1.0276e+08	9.8211e+07	1.0233e+08
16.850	1.1575e+08	9.7512e+07	1.0164e+08
16.900	1.1941e+08	9.6818e+07	1.0096e+08
16.950	1.1770e+08	9.6129e+07	1.0028e+08
17.000	1.3539e+08	9.5445e+07	9.9606e+07
17.050	1.4394e+08	9.4766e+07	9.8937e+07
17.100	1.8762e+08	9.4091e+07	9.8272e+07
17.150	2.8181e+08	9.3422e+07	9.7612e+07
17.200	6.0967e+08	9.2757e+07	9.6956e+07
17.250	1.6686e+09	9.2097e+07	9.6304e+07
17.300	3.1730e+09	9.1442e+07	9.5657e+07
17.350	3.4085e+09	9.0791e+07	9.5014e+07
17.400	4.4838e+09	9.0145e+07	9.4376e+07
17.450	2.3587e+09	8.9503e+07	9.3742e+07
17.500	6.3177e+08	8.8866e+07	9.3112e+07
17.550	2.4647e+08	8.8234e+07	9.2486e+07
17.600	1.4264e+08	8.7606e+07	9.1865e+07
17.650	1.0838e+08	8.6983e+07	9.1247e+07
17.700	9.6900e+07	8.6364e+07	9.0634e+07
17.750	8.7665e+07	8.5749e+07	9.0025e+07
17.800	8.7253e+07	8.5139e+07	8.9420e+07
17.850	7.6852e+07	8.4533e+07	8.8819e+07
17.900	8.2494e+07	8.3932e+07	8.8222e+07
17.950	6.9994e+07	8.3334e+07	8.7630e+07
18.000	6.9437e+07	8.2741e+07	8.7041e+07
18.050	6.1209e+07	8.2153e+07	8.6456e+07
18.100	6.5493e+07	8.1568e+07	8.5875e+07
18.150	6.2230e+07	8.0987e+07	8.5298e+07
18.200	6.4720e+07	8.0411e+07	8.4725e+07
18.250	6.9757e+07	7.9839e+07	8.4155e+07
18.300	5.6710e+07	7.9271e+07	8.3590e+07
18.350	6.3780e+07	7.8707e+07	8.3028e+07
18.400	6.8906e+07	7.8147e+07	8.2470e+07
18.450	7.1073e+07	7.7591e+07	8.1916e+07
18.500	6.6049e+07	7.7038e+07	8.1366e+07
18.550	6.5185e+07	7.6490e+07	8.0819e+07
18.600	6.4959e+07	7.5946e+07	8.0276e+07
18.650	7.3000e+07	7.5405e+07	7.9736e+07
18.700	6.5238e+07	7.4869e+07	7.9200e+07
18.750	6.7089e+07	7.4336e+07	7.8668e+07
18.800	6.8274e+07	7.3807e+07	7.8140e+07
18.850	6.2813e+07	7.3282e+07	7.7614e+07
18.900	5.8943e+07	7.2760e+07	7.7093e+07
18.950	5.9928e+07	7.2243e+07	7.6575e+07
19.000	6.6060e+07	7.1729e+07	7.6060e+07
19.050	6.6674e+07	7.1218e+07	7.5549e+07
19.100	6.1995e+07	7.0711e+07	7.5042e+07
19.150	6.2116e+07	7.0208e+07	7.4537e+07
19.200	6.0210e+07	6.9709e+07	7.4036e+07
19.250	6.4910e+07	6.9212e+07	7.3539e+07
