200, 1.63093
210, 1.6093
220, 1.59263
230, 1.57936
240, 1.56852
250, 1.5595
260, 1.55189
270, 1.54538
280, 1.53975
290, 1.53486
300, 1.53055
310, 1.52675
320, 1.52337
330, 1.52035
340, 1.51763
350, 1.51518
360, 1.51296
370, 1.51094
380, 1.5091
390, 1.50742
400, 1.50587
410, 1.50445
420, 1.50313
430, 1.50192
440, 1.5008
450, 1.49975
460, 1.49878
470, 1.49787
480, 1.49703
490, 1.49624
500, 1.49549
510, 1.4948
520, 1.49414
530, 1.49353
540, 1.49295
550, 1.4924
560, 1.49188
570, 1.49139
580, 1.49093
590, 1.49049
600, 1.49007
610, 1.48968
620, 1.4893
630, 1.48894
640, 1.4886
650, 1.48827
660, 1.48796
670, 1.48767
680, 1.48738
690, 1.48711
700, 1.48685
710, 1.4866
720, 1.48636
730, 1.48613
740, 1.48591
750, 1.4857
760, 1.4855
770, 1.4853
780, 1.48511
790, 1.48493
800, 1.48475
810, 1.48458
820, 1.48442
830, 1.48426
840, 1.48411
850, 1.48396
860, 1.48382
870, 1.48368
880, 1.48354
890, 1.48341
900, 1.48329
910, 1.48316
920, 1.48304
930, 1.48293
940, 1.48281
950, 1.4827
960, 1.4826
970, 1.48249
980, 1.48239
990, 1.48229
