200, 1.97953
210, 1.9145
220, 1.86518
230, 1.82657
240, 1.79558
250, 1.77021
260, 1.7491
270, 1.7313
280, 1.71611
290, 1.70302
300, 1.69165
310, 1.68168
320, 1.6729
330, 1.6651
340, 1.65814
350, 1.65191
360, 1.64629
370, 1.64122
380, 1.63661
390, 1.63241
400, 1.62858
410, 1.62506
420, 1.62183
430, 1.61886
440, 1.61611
450, 1.61356
460, 1.6112
470, 1.60901
480, 1.60697
490, 1.60506
500, 1.60328
510, 1.60161
520, 1.60004
530, 1.59858
540, 1.59719
550, 1.59589
560, 1.59467
570, 1.59351
580, 1.59242
590, 1.59138
600, 1.5904
610, 1.58947
620, 1.58859
630, 1.58776
640, 1.58696
650, 1.5862
660, 1.58548
670, 1.58479
680, 1.58414
690, 1.58351
700, 1.58291
710, 1.58234
720, 1.5818
730, 1.58127
740, 1.58077
750, 1.58029
760, 1.57983
770, 1.57938
780, 1.57896
790, 1.57855
800, 1.57816
810, 1.57778
820, 1.57742
830, 1.57707
840, 1.57673
850, 1.57641
860, 1.57609
870, 1.57579
880, 1.5755
890, 1.57522
900, 1.57494
910, 1.57468
920, 1.57443
930, 1.57418
940, 1.57394
950, 1.57371
960, 1.57349
970, 1.57328
980, 1.57307
990, 1.57286
